date,time,content,is_posted
2026-01-06,14:07,Note to self: The world is noisy. Your code should be clean.,False
2026-01-06,14:39,Note to self: Schrödinger's cat would have loved my buggy code: dead and alive at the same time.,False
2026-01-06,14:39,Do you agree? Build in silence. Break the internet when you launch.,False
2026-01-06,14:47,print('Energy speaks.'),False
2026-01-06,15:34,Do you agree? Cryptography is the art of keeping secrets in a world that can't shut up.,False
2026-01-06,15:56,Read this carefully: Learning is the only infinite game.,False
2026-01-06,16:15,Read this carefully: Mathematics is the language the universe wrote the source code in.,False
2026-01-06,16:46,Read this carefully: Less talk. More code.,False
2026-01-06,17:15,Observation: Everything is data.,False
2026-01-06,17:40,"life update: 40% hydration, 60% ambition.",False
2026-01-06,18:12,project may isn't just code; it's a second brain.,False
2026-01-06,18:25,Observation: Keep it simple.,False
2026-01-06,18:41,Note to self: My code works. I have no idea why.,False
2026-01-06,19:03,treat your body like your hardware. don't let it overheat.,False
2026-01-06,19:10,Quantum mechanics proves that reality is just probability.,False
2026-01-06,20:25,Do you agree? Motivation is a feeling. Discipline is a command.,False
2026-01-06,20:45,Read this carefully: Momentum is everything.,False
2026-01-06,21:27,"Note to self: The more I learn about physics, the more spiritual I become.",False
2026-01-06,21:34,print('Create or consume. Choose.'),False
2026-01-06,22:03,Simplicity is the soul of efficiency.,False
2026-01-07,10:53,print('You don't need more time. You need more focus.'),False
2026-01-07,12:35,why fall in love when you can fall into an infinite loop?,False
2026-01-07,12:40,I’m not anti-social. I’m just in private repository mode.,False
2026-01-07,13:11,Observation: Routine is freedom.,False
2026-01-07,13:37,Do you agree? My social skills are currently commented out.,False
2026-01-07,13:57,connecting the dots between ancient hindu texts and modern ai.,False
2026-01-07,14:42,"Do you agree? Life update: 40% hydration, 60% ambition.",False
2026-01-07,14:46,Schrödinger's cat would have loved my buggy code: dead and alive at the same time.,False
2026-01-07,14:55,Observation: C++ teaches you humility. Python teaches you power.,False
2026-01-07,15:03,Time is relative. That's why deadlines feel faster than weekends.,False
2026-01-07,15:04,Observation: AI won't replace you. A person using AI will.,False
2026-01-07,15:24,Note to self: Git commit. Git push. Git better.,False
2026-01-07,15:33,Note to self: Frontend makes it look good. Backend makes it work. I do both.,False
2026-01-07,15:51,"be like water, my friend. or be like python—adaptable.",False
2026-01-07,16:12,Note to self: The gym is my therapy. The IDE is my canvas.,False
2026-01-07,16:59,my laptop has more personality than most people.,False
2026-01-07,17:51,print('A high IQ is useless without high agency.'),False
2026-01-07,17:59,Be undeniable. #Python #Engineering #Focus,False
2026-01-07,18:26,1/ Building my own JARVIS because Siri doesn't understand my ambition. 🧵,False
2026-01-07,18:33,mathematics is the language the universe wrote the source code in.,False
2026-01-07,19:09,Read this carefully: University teaches you the syllabus. Projects teach you the industry.,False
2026-01-07,19:37,Do you agree? Discipline is the bridge between goals and accomplishment.,False
2026-01-07,19:40,1/ Everything is data. 🧵,False
2026-01-07,19:57,print('Simplicity is the soul of efficiency.'),False
2026-01-07,20:45,Note to self: Focus on the output.,False
2026-01-07,20:49,1/ I’m an engineer. I solve problems I created. 🧵,False
2026-01-07,21:15,aesthetic check: dark mode on everything //,False
2026-01-07,21:17,Read this carefully: Algorithm for success: While(alive) { grind(); },False
2026-01-07,21:46,obsession is only a disease if you're average.,False
2026-01-07,22:24,"Do you agree? If it was easy, everyone would have a 9.5 CGPA.",False
2026-01-07,22:52,Dating is cool but have you ever fixed a bug at 3 AM?,False
2026-01-07,23:09,"life update: 40% hydration, 60% ambition //",False
2026-01-07,23:30,"print('Aesthetic body, aesthetic code, aesthetic mind.')",False
2026-01-07,23:58,My love language is distinct variable names.,False
2026-01-08,10:31,Do you agree? Pivot. Adapt. Overcome.,False
2026-01-08,10:47,Quantum mechanics proves that reality is just probability. #Python #Engineering #Focus,False
2026-01-08,10:53,print('Project Sera: optimizing my life one line of code at a time.'),False
2026-01-08,11:13,Project Sera: optimizing my life one line of code at a time. #Python #Engineering #Focus,False
2026-01-08,11:37,print('Design your life.'),False
2026-01-08,12:26,Design your life.,False
2026-01-08,12:48,Read this carefully: Simplicity is the soul of efficiency.,False
2026-01-08,13:00,Cryptography is the art of keeping secrets in a world that can't shut up. #Python #Engineering #Focus,False
2026-01-08,14:00,"Read this carefully: If it was easy, everyone would have a 9.5 CGPA.",False
2026-01-08,15:07,Read this carefully: My love language is distinct variable names.,False
2026-01-08,15:17,"Read this carefully: Life update: 40% hydration, 60% ambition.",False
2026-01-08,15:26,"be like water, my friend or be like python—adaptable //",False
2026-01-08,15:50,print('Learning is the only infinite game.'),False
2026-01-08,16:30,Note to self: Mediocrity is a crowded place. I prefer the solitude of excellence.,False
2026-01-08,17:05,print('Time is relative. That's why deadlines feel faster than weekends.'),False
2026-01-08,17:25,Do you agree? The universe is optimized for balance. Be the chaos that disrupts it.,False
2026-01-08,17:33,routine is freedom //,False
2026-01-08,17:41,Note to self: Question everything. Even the compiler.,False
2026-01-08,17:43,do the work.,False
2026-01-08,18:56,Python is the closest thing to writing in pure thought. #Python #Engineering #Focus,False
2026-01-08,19:02,1/ Python is the closest thing to writing in pure thought. 🧵,False
2026-01-08,19:23,Note to self: Tired? Good. That means you're doing it right.,False
2026-01-08,19:43,my love language is distinct variable names //,False
2026-01-08,19:48,don't tell people your plans. show them your results.,False
2026-01-08,20:16,print('My social skills are currently commented out.'),False
2026-01-08,21:21,Read this carefully: Gravity is just the curvature of spacetime. Stress is just the curvature of perspective.,False
2026-01-08,21:26,Note to self: Simplicity is the soul of efficiency.,False
2026-01-08,22:10,"print('I speak three languages: English, Hindi, and Python.')",False
2026-01-08,22:47,ai won't replace you. a person using ai will.,False
2026-01-08,23:11,Read this carefully: The world is noisy. Your code should be clean.,False
2026-01-08,23:15,1/ I’m not anti-social. I’m just in private repository mode. 🧵,False
2026-01-08,23:25,Read this carefully: Routine is freedom.,False
2026-01-08,23:30,Observation: The world is noisy. Your code should be clean.,False
2026-01-08,23:44,Observation: Cryptography is the art of keeping secrets in a world that can't shut up.,False
2026-01-09,10:38,1/ Treat your body like your hardware. Don't let it overheat. 🧵,False
2026-01-09,10:46,levels //,False
2026-01-09,11:11,Observation: Pain is temporary. Quitting lasts forever.,False
2026-01-09,11:16,code doesn't lie people do //,False
2026-01-09,11:31,1/ Pain is temporary. Quitting lasts forever. 🧵,False
2026-01-09,11:41,quantum mechanics proves that reality is just probability //,False
2026-01-09,12:31,Levels. #Python #Engineering #Focus,False
2026-01-09,13:36,print('My laptop has more personality than most people.'),False
2026-01-09,13:42,Observation: Don't tell people your plans. Show them your results.,False
2026-01-09,13:56,Note to self: Building my own JARVIS because Siri doesn't understand my ambition.,False
2026-01-09,15:13,1/ Mastery takes time. 🧵,False
2026-01-09,15:32,learning is the only infinite game.,False
2026-01-09,16:12,discipline is the bridge between goals and accomplishment.,False
2026-01-09,16:25,print('Brain: 'You need sleep.' Me: 'One more function.''),False
2026-01-09,16:47,comfort is the enemy of progress //,False
2026-01-09,17:54,Do you agree? Speed creates friction.,False
2026-01-09,18:08,A high IQ is useless without high agency.,False
2026-01-09,18:21,Observation: Normalize obsession.,False
2026-01-09,19:40,Read this carefully: Pain is temporary. Quitting lasts forever.,False
2026-01-09,19:56,My laptop has more personality than most people. #Python #Engineering #Focus,False
2026-01-09,20:01,Observation: Schrödinger's cat would have loved my buggy code: dead and alive at the same time.,False
2026-01-09,20:11,Observation: First year B.Tech is just the tutorial level. Skip the cutscenes.,False
2026-01-09,20:24,1/ Stay dangerous. 🧵,False
2026-01-09,20:30,Project Crypto: Because privacy is a human right. #Python #Engineering #Focus,False
2026-01-09,20:55,"aesthetic body, aesthetic code, aesthetic mind.",False
2026-01-09,20:56,"History doesn't repeat itself, but human nature does.",False
2026-01-09,20:58,Note to self: C++ teaches you humility. Python teaches you power.,False
2026-01-09,21:08,print('The world is noisy. Your code should be clean.'),False
2026-01-09,21:26,print('Focus on the output.'),False
2026-01-09,21:50,Do you agree? Routine is freedom.,False
2026-01-09,21:51,I’m an engineer. I solve problems I created.,False
2026-01-09,21:54,logic is the anatomy of thought //,False
2026-01-09,23:39,print('B.Tech life: Surviving on hope and Maggi.'),False
2026-01-09,23:57,1/ Be undeniable. 🧵,False
2026-01-10,11:02,Read this carefully: Project May isn't just code; it's a second brain.,False
2026-01-10,11:07,"i put the 'pro' in procrastinate wait, no //",False
2026-01-10,11:21,1/ Mathematics is the language the universe wrote the source code in. 🧵,False
2026-01-10,11:37,the world is noisy. your code should be clean.,False
2026-01-10,13:20,Read this carefully: Motivation is a feeling. Discipline is a command.,False
2026-01-10,13:37,1/ Dating is cool but have you ever fixed a bug at 3 AM? 🧵,False
2026-01-10,14:05,1/ Aesthetic check: Dark mode on everything. 🧵,False
2026-01-10,14:06,Note to self: Stay dangerous.,False
2026-01-10,14:49,print('Entropy always increases. Keep your room clean to fight the universe.'),False
2026-01-10,15:33,Do you agree? Focus on the output.,False
2026-01-10,16:34,print('Mastery takes time.'),False
2026-01-10,16:35,Design your life. #Python #Engineering #Focus,False
2026-01-10,16:48,Read this carefully: Control your mind or it will control you.,False
2026-01-10,16:49,print('Why fall in love when you can fall into an infinite loop?'),False
2026-01-10,17:07,C++ teaches you humility. Python teaches you power. #Python #Engineering #Focus,False
2026-01-10,17:08,Do you agree? Quantum mechanics proves that reality is just probability.,False
2026-01-10,17:09,Observation: The gym is my therapy. The IDE is my canvas.,False
2026-01-10,17:12,Read this carefully: Stoicism is just an exception handling system for life.,False
2026-01-10,17:19,print('Algorithm for success: While(alive) { grind(); }'),False
2026-01-10,17:44,smiling because i have no idea what's going on in this lecture.,False
2026-01-10,18:48,"i put the 'pro' in procrastinate... wait, no.",False
2026-01-10,18:51,Frontend makes it look good. Backend makes it work. I do both. #Python #Engineering #Focus,False
2026-01-10,19:46,Read this carefully: Speed creates friction.,False
2026-01-10,20:01,"Aesthetic body, aesthetic code, aesthetic mind. #Python #Engineering #Focus",False
2026-01-10,20:15,1/ Wisdom is knowing what to ignore. 🧵,False
2026-01-10,20:44,1/ Control your mind or it will control you. 🧵,False
2026-01-10,20:50,Observation: Be a ghost. Let the results haunt them.,False
2026-01-10,21:32,comfort is the enemy of progress.,False
2026-01-10,22:07,Note to self: Obsession is only a disease if you're average.,False
2026-01-10,22:24,1/ Less talk. More code. 🧵,False
2026-01-10,22:29,Read this carefully: My code works. I have no idea why.,False
2026-01-10,22:44,Do you agree? Treat your body like your hardware. Don't let it overheat.,False
2026-01-10,23:04,Observation: You don't need more time. You need more focus.,False
2026-01-10,23:59,Do you agree? Current mood: sudo rm -rf my_problems,False
2026-01-11,10:21,Observation: I’m not anti-social. I’m just in private repository mode.,False
2026-01-11,11:08,"Note to self: If it was easy, everyone would have a 9.5 CGPA.",False
2026-01-11,11:17,Observation: Learning is the only infinite game.,False
2026-01-11,11:41,Note to self: 5 AM in Gurugram. The rest are dreaming; I'm building.,False
2026-01-11,11:50,Observation: Project Crypto: Because privacy is a human right.,False
2026-01-11,12:21,"I speak three languages: English, Hindi, and Python.",False
2026-01-11,12:25,Note to self: Converting caffeine into logic.,False
2026-01-11,12:32,"Do you agree? History doesn't repeat itself, but human nature does.",False
2026-01-11,12:55,Note to self: Logic is the anatomy of thought.,False
2026-01-11,13:11,Note to self: Current mood: sudo rm -rf my_problems,False
2026-01-11,14:11,Converting caffeine into logic.,False
2026-01-11,15:00,Read this carefully: Quantum mechanics proves that reality is just probability.,False
2026-01-11,15:08,Observation: Why fall in love when you can fall into an infinite loop?,False
2026-01-11,15:10,Treat your body like your hardware. Don't let it overheat. #Python #Engineering #Focus,False
2026-01-11,15:29,Why fall in love when you can fall into an infinite loop?,False
2026-01-11,16:06,pivot adapt overcome //,False
2026-01-11,16:12,Observation: My laptop has more personality than most people.,False
2026-01-11,17:23,Quality over quantity. #Python #Engineering #Focus,False
2026-01-11,17:45,you don't need more time. you need more focus.,False
2026-01-11,18:07,Observation: My social skills are currently commented out.,False
2026-01-11,19:14,university teaches you the syllabus. projects teach you the industry.,False
2026-01-11,19:29,Do you agree? Gravity is just the curvature of spacetime. Stress is just the curvature of perspective.,False
2026-01-11,19:36,Pain is temporary. Quitting lasts forever. #Python #Engineering #Focus,False
2026-01-11,21:00,Read this carefully: I’m an engineer. I solve problems I created.,False
2026-01-11,21:21,project crypto: because privacy is a human right //,False
2026-01-11,21:24,1/ Cryptography is the art of keeping secrets in a world that can't shut up. 🧵,False
2026-01-11,21:42,pain is temporary. quitting lasts forever.,False
2026-01-11,22:06,Comfort is the enemy of progress. #Python #Engineering #Focus,False
2026-01-11,22:10,Do you agree? Control your mind or it will control you.,False
2026-01-11,22:57,"Read this carefully: To understand the macro, you must master the micro.",False
2026-01-11,23:07,1/ Question everything. Even the compiler. 🧵,False
2026-01-11,23:15,Observation: Debugging is like being the detective in a crime movie where you are also the murderer.,False
2026-01-11,23:25,Observation: Gravity is just the curvature of spacetime. Stress is just the curvature of perspective.,False
2026-01-11,23:40,Do the work. #Python #Engineering #Focus,False
2026-01-12,11:13,Observation: University teaches you the syllabus. Projects teach you the industry.,False
2026-01-12,11:17,converting caffeine into logic.,False
2026-01-12,11:25,Read this carefully: Writing code that explains itself is the ultimate flex.,False
2026-01-12,13:04,1/ My love language is distinct variable names. 🧵,False
2026-01-12,13:26,Read this carefully: Discipline is the bridge between goals and accomplishment.,False
2026-01-12,13:27,"Do you agree? To understand the macro, you must master the micro.",False
2026-01-12,13:30,gravity is just the curvature of spacetime stress is just the curvature of perspective //,False
2026-01-12,13:53,Do you agree? Connecting the dots between Ancient Hindu texts and modern AI.,False
2026-01-12,14:24,Observation: Focus on the output.,False
2026-01-12,14:37,Do you agree? Project May isn't just code; it's a second brain.,False
2026-01-12,15:08,i’m not anti-social i’m just in private repository mode //,False
2026-01-12,15:14,Note to self: You don't need more time. You need more focus.,False
2026-01-12,15:46,Read this carefully: Mastery takes time.,False
2026-01-12,15:54,Read this carefully: Entropy always increases. Keep your room clean to fight the universe.,False
2026-01-12,16:00,1/ The gym is my therapy. The IDE is my canvas. 🧵,False
2026-01-12,16:28,Observation: Design your life.,False
2026-01-12,17:02,Note to self: Brain: 'You need sleep.' Me: 'One more function.',False
2026-01-12,17:23,Observation: Your potential is meaningless if you don't execute.,False
2026-01-12,17:26,1/ Writing code that explains itself is the ultimate flex. 🧵,False
2026-01-12,17:42,Observation: Watch me.,False
2026-01-12,18:05,i’m an engineer i solve problems i created //,False
2026-01-12,18:43,1/ Project Crypto: Because privacy is a human right. 🧵,False
2026-01-12,19:14,Learning is the only infinite game.,False
2026-01-12,19:21,Do you agree? I’m an engineer. I solve problems I created.,False
2026-01-12,19:21,debugging is like being the detective in a crime movie where you are also the murderer //,False
2026-01-12,19:24,Momentum is everything. #Python #Engineering #Focus,False
2026-01-12,19:46,"if it was easy, everyone would have a 9.5 cgpa.",False
2026-01-12,20:01,current mood: sudo rm -rf my_problems,False
2026-01-12,20:29,Read this carefully: Quality over quantity.,False
2026-01-12,20:35,Note to self: Everything is data.,False
2026-01-12,20:59,"Note to self: To understand the macro, you must master the micro.",False
2026-01-12,21:04,print('Aesthetic check: Dark mode on everything.'),False
2026-01-12,23:55,mathematics is the language the universe wrote the source code in //,False
2026-01-13,10:23,print('Wisdom is knowing what to ignore.'),False
2026-01-13,11:05,Observation: Comfort is the enemy of progress.,False
2026-01-13,11:37,Keep it simple. #Python #Engineering #Focus,False
2026-01-13,11:55,print('Less talk. More code.'),False
2026-01-13,12:09,Note to self: Silence is the loudest scream. Focus is the sharpest weapon.,False
2026-01-13,12:25,Observation: Project Sera: optimizing my life one line of code at a time.,False
2026-01-13,12:31,print('Control your mind or it will control you.'),False
2026-01-13,12:40,Note to self: Be undeniable.,False
2026-01-13,12:47,Read this carefully: Rest day? Never heard of her.,False
2026-01-13,14:52,i don't make mistakes i create unexpected learning opportunities //,False
2026-01-13,15:23,execution > ideas.,False
2026-01-13,15:58,You don't need more time. You need more focus. #Python #Engineering #Focus,False
2026-01-13,16:00,"Observation: Life update: 40% hydration, 60% ambition.",False
2026-01-13,16:51,1/ Project Sera: optimizing my life one line of code at a time. 🧵,False
2026-01-13,17:06,"Note to self: MERN stack is cool, but understanding the fundamentals is cooler.",False
2026-01-13,17:16,Do you agree? Stay dangerous.,False
2026-01-13,17:19,Do you agree? Keep it simple.,False
2026-01-13,17:34,Do you agree? Code doesn't lie. People do.,False
2026-01-13,18:15,"Observation: Be like water, my friend. Or be like Python—adaptable.",False
2026-01-13,18:17,the gym is my therapy the ide is my canvas //,False
2026-01-13,18:19,Read this carefully: Build in silence. Break the internet when you launch.,False
2026-01-13,18:39,"Do you agree? I speak three languages: English, Hindi, and Python.",False
2026-01-13,20:12,python is the closest thing to writing in pure thought //,False
2026-01-13,21:04,print('Code doesn't lie. People do.'),False
2026-01-13,21:07,Focus on the output.,False
2026-01-13,21:39,Note to self: Reading philosophy to debug my own operating system (my brain).,False
2026-01-13,21:44,Stay dangerous.,False
2026-01-13,21:56,Note to self: Less talk. More code.,False
2026-01-13,21:59,print('Mathematics is the language the universe wrote the source code in.'),False
2026-01-13,22:48,Discipline is the bridge between goals and accomplishment.,False
2026-01-13,23:33,momentum is everything //,False
2026-01-13,23:45,Smiling because I have no idea what's going on in this lecture.,False
2026-01-13,23:57,print('Connecting the dots between Ancient Hindu texts and modern AI.'),False
2026-01-14,10:47,"The more I learn about physics, the more spiritual I become.",False
2026-01-14,11:30,Observation: Stay dangerous.,False
2026-01-14,11:46,"mern stack is cool, but understanding the fundamentals is cooler //",False
2026-01-14,12:03,Do you agree? Levels.,False
2026-01-14,12:11,"Observation: If it was easy, everyone would have a 9.5 CGPA.",False
2026-01-14,12:23,AI won't replace you. A person using AI will. #Python #Engineering #Focus,False
